engine_id,cycle,RUL,anomaly,s2,s3,s4,s7,s11,s12,s15
6,41,147,0,643.18,1586.37,1409.15,552.81,47.43,520.88,8.4154
6,42,146,0,641.82,1583.49,1409.75,553.23,47.51,521.5,8.4311
6,43,145,0,642.98,1587.55,1403.0,552.65,47.55,520.8,8.4261
6,44,144,0,642.42,1594.67,1406.01,553.21,47.62,521.45,8.4426
6,45,143,0,642.41,1588.48,1409.32,553.61,47.54,520.93,8.4607
6,46,142,0,642.94,1587.34,1403.16,553.37,47.5,521.49,8.5029
6,47,141,0,642.06,1587.53,1405.63,552.47,47.54,521.19,8.4127
6,48,140,0,642.64,1586.67,1405.29,552.99,47.54,521.21,8.4406
6,49,139,0,642.85,1592.36,1412.66,553.58,47.7,521.57,8.4796
6,50,138,0,642.55,1591.46,1401.18,553.22,47.62,521.01,8.4519
6,51,137,0,643.18,1587.6,1411.46,553.58,47.54,521.57,8.4422
6,52,136,0,642.81,1591.54,1407.97,553.58,47.52,521.32,8.4499
6,53,135,0,642.72,1587.56,1411.47,553.47,47.61,521.41,8.4628
6,54,134,0,643.0,1594.48,1408.17,553.57,47.37,520.91,8.452
6,55,133,0,642.62,1593.8,1410.73,553.6,47.49,521.44,8.4378
6,56,132,0,642.53,1589.29,1411.17,553.4,47.49,521.11,8.4589
6,57,131,0,642.4,1592.85,1409.82,553.45,47.53,521.1,8.4325
6,58,130,0,642.83,1585.97,1414.39,553.0,47.61,521.14,8.4269
6,59,129,0,642.99,1588.01,1410.16,552.76,47.58,521.25,8.4444
6,60,128,0,642.75,1590.14,1406.9,552.75,47.47,521.5,8.4205
6,61,127,0,643.24,1595.27,1413.96,553.3,47.87,521.17,8.4707
6,62,126,0,642.59,1593.19,1404.16,553.03,47.37,520.97,8.431
6,63,125,0,642.55,1597.51,1412.65,553.6,47.49,521.93,8.4408
6,64,124,0,643.19,1589.76,1407.19,553.58,47.52,520.57,8.4561
6,65,123,0,642.56,1591.75,1411.47,553.4,47.68,521.23,8.4261
6,66,122,0,642.7,1594.43,1408.8,553.41,47.47,521.27,8.4617
6,67,121,0,642.87,1588.19,1412.54,553.11,47.45,521.5,8.4238
6,68,120,0,642.66,1587.59,1413.13,553.19,47.61,521.15,8.4473
6,69,119,0,642.48,1592.19,1406.96,553.28,47.68,521.25,8.445
6,70,118,0,643.06,1599.27,1409.21,553.1,47.5,521.09,8.4269
6,71,117,0,642.89,1594.41,1412.36,553.41,47.59,521.14,8.4253
6,72,116,0,642.92,1586.94,1415.8,553.13,47.42,521.11,8.466
6,73,115,0,643.07,1590.53,1410.2,552.74,47.7,521.03,8.4582
6,74,114,0,642.53,1588.12,1409.58,552.94,47.65,521.41,8.4368
6,75,113,0,642.69,1583.72,1410.5,552.67,47.66,520.65,8.4528
6,76,112,0,642.28,1592.11,1412.11,552.24,47.52,522.03,8.4406
6,77,111,0,643.32,1587.84,1416.71,553.91,47.76,521.18,8.3731
6,78,110,0,643.26,1586.98,1411.31,553.99,47.44,520.99,8.4405
6,79,109,0,643.12,1593.19,1414.85,553.54,47.83,521.2,8.453
6,80,108,0,642.86,1593.18,1409.06,552.67,47.53,521.16,8.4183
6,81,107,0,642.38,1595.09,1411.1,553.81,47.51,520.97,8.4261
6,82,106,0,642.48,1588.5,1410.57,552.88,47.66,521.26,8.461
6,83,105,0,642.74,1593.02,1415.45,552.77,47.67,521.04,8.4679
6,84,104,0,643.14,1584.71,1409.65,553.22,47.66,520.92,8.4291
6,85,103,0,642.75,1600.84,1405.68,552.61,47.55,520.75,8.4785
6,86,102,0,642.72,1595.44,1416.17,552.66,47.48,521.23,8.4256
6,87,101,0,642.6,1588.86,1409.65,553.3,47.53,521.71,8.4544
6,88,100,0,642.92,1590.45,1404.54,553.89,47.52,520.81,8.4613
6,89,99,0,643.03,1596.52,1417.55,552.79,47.62,521.21,8.4588
6,90,98,0,642.61,1593.37,1413.78,553.14,47.73,520.96,8.4425
6,91,97,0,643.24,1585.21,1406.95,552.88,47.7,521.83,8.4328
6,92,96,0,642.8,1591.9,1407.76,552.35,47.63,520.89,8.4485
6,93,95,0,642.76,1597.36,1414.44,553.4,47.69,520.97,8.4366
6,94,94,0,642.65,1587.86,1409.07,553.14,47.75,521.28,8.441
6,95,93,0,643.05,1594.11,1412.55,553.76,47.53,521.31,8.44
6,96,92,0,642.87,1593.96,1415.55,552.97,47.77,521.04,8.4585
6,97,91,0,642.89,1590.23,1408.62,552.68,47.67,520.83,8.4826
6,98,90,0,642.82,1597.14,1416.6,553.32,47.72,521.27,8.4042
6,99,89,0,643.16,1597.69,1412.9,552.68,47.78,521.51,8.4578
6,100,88,0,642.73,1592.11,1406.43,552.83,47.58,521.31,8.4534
6,101,87,0,642.49,1594.92,1419.53,553.13,47.68,521.22,8.4841
6,102,86,0,642.84,1596.24,1412.98,552.57,47.51,520.73,8.4427
6,103,85,0,642.46,1588.07,1414.95,553.43,47.63,521.1,8.4697
6,104,84,0,642.87,1590.41,1415.34,553.22,47.62,521.3,8.4603
6,105,83,0,641.96,1587.32,1411.0,552.88,47.55,521.47,8.4821
6,106,82,0,643.18,1592.66,1405.57,553.47,47.77,521.06,8.4704
6,107,81,0,642.85,1590.97,1409.77,553.18,47.73,521.58,8.4887
6,108,80,0,643.17,1589.04,1410.71,552.89,47.69,520.74,8.4718
6,109,79,0,642.92,1590.02,1411.74,552.94,47.57,521.54,8.4538
6,110,78,0,642.61,1587.91,1409.73,553.39,47.59,520.66,8.408
6,111,77,0,642.8,1593.61,1415.82,553.26,47.67,521.47,8.4459
6,112,76,0,642.52,1599.51,1415.13,552.97,47.59,520.79,8.4752
6,113,75,0,643.26,1596.12,1415.38,552.35,47.47,520.61,8.4536
6,114,74,0,643.31,1590.48,1411.76,552.62,47.58,521.3,8.4292
6,115,73,0,643.01,1598.31,1408.65,552.68,47.69,521.42,8.4618
6,116,72,0,642.85,1594.33,1413.04,553.41,47.72,520.72,8.4525
6,117,71,0,643.36,1593.99,1411.06,553.51,47.69,520.81,8.4787
6,118,70,0,642.68,1593.66,1420.65,552.54,47.77,520.91,8.4578
6,119,69,0,643.15,1598.18,1417.57,553.83,47.64,520.88,8.4266
6,120,68,0,642.88,1591.39,1411.38,553.03,47.79,520.86,8.4439
6,121,67,0,642.64,1588.74,1411.89,552.17,47.66,520.7,8.4645
6,122,66,0,642.8,1600.48,1415.47,553.1,47.65,521.3,8.471
6,123,65,0,642.93,1591.88,1411.83,552.6,47.87,520.61,8.4667
6,124,64,0,642.77,1587.78,1412.33,552.94,47.85,520.24,8.4617
6,125,63,0,643.0,1595.44,1410.66,552.75,47.74,520.87,8.4444
6,126,62,0,643.38,1601.09,1413.47,552.44,47.86,520.49,8.4416
6,127,61,0,643.4,1589.95,1413.29,552.63,47.92,520.53,8.4305
6,128,60,0,642.91,1598.04,1412.09,552.66,47.59,521.33,8.4582
6,129,59,0,643.04,1586.2,1410.4,552.98,47.74,520.96,8.4189
6,130,58,0,642.85,1593.74,1421.59,552.63,47.72,520.85,8.4902
6,131,57,0,643.31,1594.83,1420.65,552.31,47.87,520.76,8.4566
6,132,56,0,642.87,1590.0,1406.78,553.06,47.76,520.99,8.4882
6,133,55,0,642.92,1592.53,1415.54,551.83,47.69,521.01,8.4459
6,134,54,0,643.28,1596.67,1419.29,552.27,47.8,521.0,8.4316
6,135,53,0,643.1,1591.43,1417.4,552.97,47.69,520.91,8.4711
6,136,52,0,643.32,1586.81,1413.17,552.54,47.77,520.77,8.4686
6,137,51,0,643.11,1588.99,1411.43,552.93,47.72,520.35,8.481
6,138,50,0,643.02,1590.59,1416.62,552.7,47.83,521.26,8.4617
6,139,49,0,643.28,1591.23,1418.23,552.38,47.94,521.03,8.4807
6,140,48,0,643.86,1590.28,1414.25,552.22,47.87,520.66,8.4614
6,141,47,0,642.88,1593.21,1418.38,552.61,47.86,520.65,8.4774
6,142,46,0,642.64,1596.49,1422.25,552.21,47.73,520.64,8.494
6,143,45,0,643.22,1592.7,1415.86,552.52,48.05,520.36,8.4654
6,144,44,0,643.15,1595.07,1415.58,552.47,47.93,520.94,8.5124
6,145,43,0,643.09,1595.65,1415.82,552.24,47.84,520.56,8.4829
6,146,42,0,642.69,1596.92,1417.09,552.1,47.82,520.25,8.4998
6,147,41,0,642.99,1595.61,1416.96,552.76,48.09,520.6,8.4471
6,148,40,0,642.95,1604.49,1418.66,552.83,47.94,520.07,8.4855
6,149,39,0,643.28,1599.29,1421.19,552.23,47.86,520.73,8.5238
6,150,38,0,643.0,1599.67,1420.07,553.03,48.01,520.39,8.4504
6,151,37,0,643.16,1592.0,1423.27,552.71,47.76,520.24,8.4897
6,152,36,0,643.34,1600.51,1424.84,552.56,47.91,520.33,8.4706
6,153,35,0,643.05,1590.37,1420.74,551.51,47.8,520.46,8.479
6,154,34,0,643.4,1600.39,1419.33,552.4,47.95,520.47,8.4693
6,155,33,0,642.67,1589.15,1419.23,551.6,47.96,520.22,8.4829
6,156,32,0,643.45,1595.36,1417.31,552.31,47.99,519.98,8.4754
6,157,31,0,642.35,1590.18,1419.84,551.98,47.82,520.51,8.4886
6,158,30,1,643.66,1596.43,1422.25,552.5,48.12,520.5,8.4734
6,159,29,1,642.93,1592.5,1417.03,552.26,47.82,520.73,8.492
6,160,28,1,643.61,1603.1,1423.05,551.56,47.87,520.61,8.489
6,161,27,1,643.77,1593.28,1422.93,552.35,47.89,520.42,8.4941
6,162,26,1,643.25,1592.09,1420.87,552.15,47.94,519.93,8.498
6,163,25,1,643.29,1602.42,1423.01,551.51,48.03,520.22,8.504
6,164,24,1,643.45,1605.92,1423.29,552.42,48.04,520.36,8.4686
6,165,23,1,644.03,1603.61,1423.5,551.82,48.06,520.42,8.4762
6,166,22,1,644.05,1602.62,1422.7,551.68,48.03,520.29,8.4985
6,167,21,1,643.48,1599.22,1425.97,551.98,48.03,520.23,8.4969
6,168,20,1,642.87,1590.83,1425.2,552.38,48.06,520.17,8.5203
6,169,19,1,644.12,1597.11,1426.68,552.08,48.07,520.27,8.4835
6,170,18,1,643.91,1599.73,1425.87,551.35,47.92,519.77,8.4852
6,171,17,1,643.82,1601.73,1423.31,551.38,48.09,520.44,8.5219
6,172,16,1,643.18,1593.7,1432.3,551.45,48.07,520.31,8.4793
6,173,15,1,643.45,1597.11,1423.89,551.37,48.05,519.93,8.4775
6,174,14,1,643.21,1602.11,1426.34,551.65,48.05,520.5,8.4756
6,175,13,1,643.84,1602.72,1427.35,551.53,48.17,520.12,8.5266
6,176,12,1,643.71,1604.31,1423.22,551.47,48.06,519.41,8.4994
6,177,11,1,643.5,1590.96,1421.52,551.5,48.21,520.17,8.4993
6,178,10,1,643.78,1603.27,1424.84,551.24,48.09,519.7,8.5091
6,179,9,1,643.58,1607.63,1424.83,551.62,48.11,519.37,8.5102
6,180,8,1,643.76,1598.73,1426.72,551.27,48.06,519.81,8.4948
6,181,7,1,643.44,1603.07,1430.56,551.46,48.15,519.71,8.48
6,182,6,1,644.0,1596.51,1423.81,551.95,48.34,519.84,8.5167
6,183,5,1,644.01,1597.82,1430.47,551.7,48.05,519.66,8.5294
6,184,4,1,643.52,1598.05,1432.22,551.31,48.07,519.42,8.4857
6,185,3,1,643.78,1603.37,1434.09,551.33,48.21,519.5,8.5261
6,186,2,1,644.01,1603.59,1430.37,550.59,48.27,519.8,8.5013
6,187,1,1,643.76,1602.69,1423.45,551.45,48.21,519.03,8.5324
6,188,0,1,643.47,1600.63,1434.92,550.7,48.21,518.98,8.5358
7,1,258,0,642.38,1589.49,1395.48,554.76,47.24,522.19,8.4081
7,2,257,0,642.57,1583.11,1395.97,553.97,47.0,522.3,8.4216
7,3,256,0,642.25,1589.44,1397.74,554.95,47.18,522.36,8.4258
7,4,255,0,642.31,1585.59,1397.85,553.3,47.07,522.09,8.4175
7,5,254,0,642.25,1587.23,1402.54,554.64,47.31,522.0,8.4099
7,6,253,0,642.49,1586.12,1403.1,553.89,47.29,521.89,8.406
7,7,252,0,642.45,1588.36,1391.19,554.66,47.21,522.54,8.3984
7,8,251,0,642.41,1586.97,1401.42,554.05,47.19,522.26,8.402
7,9,250,0,642.22,1582.13,1401.77,554.31,47.23,521.78,8.3848
7,10,249,0,642.29,1588.96,1393.25,554.14,47.14,522.09,8.4222
7,11,248,0,642.74,1585.25,1393.96,554.11,47.39,522.12,8.3948
7,12,247,0,642.08,1590.55,1397.36,554.21,47.28,522.13,8.3766
7,13,246,0,642.47,1584.88,1392.15,554.61,47.17,522.55,8.4199
7,14,245,0,641.76,1579.88,1390.48,554.47,47.18,521.98,8.4196
7,15,244,0,642.29,1582.42,1398.41,554.02,47.24,521.89,8.3901
7,16,243,0,642.3,1588.69,1405.02,554.14,47.04,522.54,8.4122
7,17,242,0,642.08,1588.75,1397.63,554.94,47.34,522.02,8.419
7,18,241,0,642.47,1583.49,1394.65,553.92,47.21,522.31,8.388
7,19,240,0,642.01,1586.11,1397.51,554.2,47.16,522.26,8.4216
7,20,239,0,641.99,1585.03,1395.92,554.26,47.22,522.61,8.4111
7,21,238,0,641.77,1589.77,1404.33,554.69,47.23,521.78,8.3926
7,22,237,0,641.44,1578.03,1394.58,554.63,47.25,522.02,8.3609
7,23,236,0,641.76,1586.41,1398.09,554.38,47.21,522.48,8.4143
7,24,235,0,642.44,1583.32,1398.75,553.84,47.3,522.65,8.4022
7,25,234,0,641.79,1578.13,1397.07,554.2,47.26,522.27,8.4361
7,26,233,0,641.87,1585.88,1401.19,554.88,47.12,522.7,8.3712
7,27,232,0,642.68,1585.5,1397.39,553.65,47.27,522.38,8.4167
7,28,231,0,642.68,1586.11,1405.38,553.65,47.21,521.65,8.4114
7,29,230,0,641.9,1589.95,1396.71,555.01,47.13,522.52,8.3806
7,30,229,0,642.18,1585.13,1396.49,554.78,47.19,522.06,8.4228
7,31,228,0,641.99,1589.16,1402.76,554.51,47.14,522.51,8.4266
7,32,227,0,642.15,1589.46,1397.4,554.74,47.18,522.37,8.3815
7,33,226,0,642.19,1585.17,1399.12,554.47,47.28,522.75,8.387
7,34,225,0,642.09,1583.36,1402.93,554.36,47.19,521.87,8.4168
7,35,224,0,642.67,1591.02,1409.12,554.6,47.3,522.72,8.4014
7,36,223,0,642.54,1581.96,1393.49,554.98,47.32,522.31,8.4154
7,37,222,0,642.4,1584.97,1400.55,554.36,47.12,522.42,8.4042
7,38,221,0,642.41,1590.3,1393.57,554.52,47.13,522.53,8.4168
7,39,220,0,642.39,1582.33,1403.52,554.04,47.35,522.05,8.4314
7,40,219,0,642.14,1587.0,1393.32,554.96,47.32,522.63,8.3988
7,41,218,0,642.39,1590.4,1406.12,554.64,47.08,522.49,8.401
7,42,217,0,642.7,1580.26,1398.14,554.05,47.21,522.68,8.4047
7,43,216,0,642.32,1582.93,1397.5,555.01,47.2,521.93,8.4454
7,44,215,0,642.64,1587.5,1398.15,554.95,47.31,522.52,8.4042
7,45,214,0,642.25,1587.23,1399.97,554.07,47.17,522.39,8.3894
7,46,213,0,642.37,1586.17,1405.02,554.9,47.42,522.22,8.3882
7,47,212,0,641.94,1587.72,1401.47,553.74,47.2,522.02,8.407
7,48,211,0,641.94,1585.35,1398.81,554.05,47.11,522.33,8.4164
7,49,210,0,642.43,1586.42,1396.88,554.21,47.33,522.03,8.4129
7,50,209,0,642.41,1590.47,1400.31,553.68,47.22,522.43,8.4159
7,51,208,0,642.17,1580.05,1397.42,553.66,47.41,522.55,8.4323
7,52,207,0,641.91,1585.51,1402.13,555.14,47.18,522.42,8.414
7,53,206,0,642.38,1582.33,1395.45,553.87,47.31,522.3,8.4169
7,54,205,0,641.8,1590.77,1400.98,553.78,47.41,522.21,8.4129
7,55,204,0,642.19,1585.93,1399.74,554.13,47.09,522.02,8.3869
7,56,203,0,642.53,1584.43,1395.08,554.66,47.37,522.45,8.4122
7,57,202,0,643.02,1585.71,1398.43,553.87,47.25,522.5,8.41
7,58,201,0,642.09,1587.14,1400.97,555.14,47.19,523.0,8.383
7,59,200,0,642.29,1585.96,1397.92,554.73,47.29,521.81,8.433
7,60,199,0,642.19,1581.21,1396.21,554.44,47.24,521.99,8.3696
7,61,198,0,642.08,1586.13,1402.82,553.9,47.26,522.32,8.4018
7,62,197,0,642.15,1585.67,1390.39,553.81,47.29,522.74,8.4175
7,63,196,0,642.36,1578.24,1400.55,554.64,47.17,521.82,8.4172
7,64,195,0,642.54,1589.13,1399.36,554.43,47.28,521.96,8.4112
7,65,194,0,642.31,1578.07,1396.6,554.11,47.28,522.18,8.4259
7,66,193,0,642.54,1586.72,1399.23,554.53,47.42,522.88,8.4027
7,67,192,0,642.61,1582.7,1402.68,554.02,47.35,522.2,8.3811
7,68,191,0,641.8,1586.66,1395.57,554.02,47.17,521.64,8.393
7,69,190,0,642.22,1593.46,1403.5,554.47,47.36,522.14,8.4268
7,70,189,0,642.09,1583.19,1399.04,554.01,47.25,521.82,8.363
7,71,188,0,641.53,1584.6,1398.9,554.66,47.37,522.31,8.3882
7,72,187,0,641.78,1582.54,1406.47,554.88,47.1,522.54,8.4404
7,73,186,0,642.12,1588.4,1401.72,554.39,47.12,521.77,8.4095
7,74,185,0,642.1,1587.52,1407.77,553.65,47.28,522.51,8.41
7,75,184,0,642.29,1582.94,1402.11,554.73,47.52,522.01,8.3808
7,76,183,0,642.11,1585.7,1407.16,554.14,47.36,522.26,8.3883
7,77,182,0,642.36,1588.83,1400.6,554.47,47.29,522.27,8.4149
7,78,181,0,642.14,1583.3,1399.64,554.86,47.33,522.03,8.4278
7,79,180,0,642.48,1588.28,1404.99,553.91,47.2,521.78,8.45
7,80,179,0,642.07,1585.35,1402.29,553.99,47.28,522.23,8.4374
7,81,178,0,641.57,1585.23,1408.11,554.77,47.3,522.41,8.402
7,82,177,0,642.13,1588.93,1398.88,554.92,47.27,522.36,8.4272
7,83,176,0,641.94,1588.35,1406.01,554.04,47.32,522.3,8.4268
7,84,175,0,642.9,1586.44,1400.85,553.75,47.13,522.25,8.4321
7,85,174,0,642.75,1583.4,1402.17,554.85,47.22,522.29,8.3837
7,86,173,0,641.85,1590.03,1397.76,555.11,47.34,522.19,8.3789
7,87,172,0,642.23,1578.42,1404.01,554.16,47.37,522.15,8.404
7,88,171,0,642.9,1593.15,1402.65,553.25,47.31,522.26,8.4294
7,89,170,0,642.34,1593.84,1397.17,554.59,47.4,521.95,8.4486
7,90,169,0,641.88,1580.81,1402.41,554.92,47.22,522.44,8.4045
7,91,168,0,641.75,1592.03,1396.28,553.72,47.22,521.88,8.3933
7,92,167,0,642.45,1587.27,1397.32,554.28,47.35,521.89,8.3913
7,93,166,0,642.7,1587.11,1402.29,554.17,47.43,522.23,8.4343
7,94,165,0,642.43,1588.87,1401.99,554.2,47.31,522.37,8.4131
7,95,164,0,642.19,1583.66,1400.37,554.65,47.31,522.32,8.4025
7,96,163,0,641.78,1582.22,1392.46,554.1,47.39,522.64,8.4236
7,97,162,0,641.91,1584.35,1401.32,553.96,47.2,522.02,8.4003
7,98,161,0,642.46,1587.27,1400.02,553.65,47.14,522.52,8.4259
7,99,160,0,642.55,1586.95,1402.16,554.15,47.51,521.81,8.4309
7,100,159,0,642.15,1582.66,1402.89,554.86,47.32,521.84,8.4359
7,101,158,0,642.05,1593.77,1400.18,553.94,47.31,522.53,8.4318
7,102,157,0,642.78,1592.88,1395.88,554.68,47.34,522.4,8.4509
7,103,156,0,642.7,1583.74,1405.56,554.22,47.31,521.74,8.3895
7,104,155,0,642.23,1582.98,1394.15,553.65,47.27,522.0,8.43
7,105,154,0,642.35,1583.76,1401.92,554.37,47.3,522.04,8.3575
7,106,153,0,642.63,1583.08,1409.0,554.22,47.19,522.88,8.4244
7,107,152,0,642.16,1587.77,1402.69,554.15,47.26,522.24,8.4425
7,108,151,0,642.39,1587.75,1401.06,554.13,47.34,522.64,8.3605
7,109,150,0,642.71,1586.93,1395.74,554.65,47.27,522.46,8.3714
7,110,149,0,642.65,1592.97,1414.46,554.33,47.27,522.15,8.4191
7,111,148,0,642.1,1590.37,1402.57,554.17,47.07,522.13,8.4636
7,112,147,0,642.28,1578.72,1399.47,554.46,47.08,521.74,8.3952
7,113,146,0,642.56,1580.83,1402.84,554.2,47.41,521.62,8.4005
7,114,145,0,642.44,1588.32,1405.78,554.95,47.27,522.17,8.4296
7,115,144,0,642.14,1579.89,1405.25,553.3,47.49,521.37,8.4168
7,116,143,0,642.18,1590.92,1400.08,554.0,47.36,522.25,8.3865
7,117,142,0,642.51,1595.71,1396.29,554.1,47.41,522.23,8.3981
7,118,141,0,642.33,1589.6,1396.89,554.32,47.38,521.46,8.416
7,119,140,0,641.84,1579.78,1400.87,553.82,47.27,522.02,8.4061
7,120,139,0,642.02,1588.45,1397.46,553.51,47.26,522.0,8.4042
7,121,138,0,642.21,1587.33,1408.25,554.3,47.27,522.07,8.4364
7,122,137,0,642.58,1592.39,1403.24,554.64,47.46,521.76,8.4226
7,123,136,0,642.56,1582.1,1400.06,553.78,47.33,522.12,8.411
7,124,135,0,642.25,1592.99,1408.2,553.23,47.42,521.63,8.4018
7,125,134,0,642.62,1584.19,1402.5,553.96,47.43,521.7,8.3899
7,126,133,0,642.37,1582.3,1397.52,553.59,47.42,522.16,8.3736
7,127,132,0,642.6,1581.37,1402.39,553.71,47.41,521.89,8.4232
7,128,131,0,642.51,1588.19,1396.92,553.9,47.39,521.6,8.4411
7,129,130,0,642.42,1584.1,1400.77,553.95,47.26,521.83,8.4104
7,130,129,0,642.08,1580.49,1406.97,554.12,47.24,521.91,8.3917
7,131,128,0,642.88,1591.82,1403.05,554.21,47.31,522.42,8.3861
7,132,127,0,642.89,1582.94,1408.8,553.78,47.43,521.71,8.401
7,133,126,0,642.69,1591.77,1398.76,554.34,47.37,521.91,8.4459
7,134,125,0,642.76,1587.73,1406.99,554.34,47.14,521.67,8.443
7,135,124,0,642.28,1584.28,1405.56,553.93,47.39,521.74,8.3877
7,136,123,0,642.34,1586.39,1405.32,553.76,47.46,521.98,8.4344
7,137,122,0,642.02,1587.49,1399.57,553.59,47.44,521.78,8.3974
7,138,121,0,642.54,1586.83,1410.62,553.56,47.28,521.56,8.4162
7,139,120,0,642.07,1582.49,1407.34,554.32,47.38,521.52,8.3992
7,140,119,0,641.71,1588.01,1397.47,554.19,47.53,521.99,8.4104
7,141,118,0,642.56,1584.06,1405.95,554.37,47.49,522.03,8.4209
7,142,117,0,642.22,1589.54,1408.17,554.43,47.5,522.12,8.4346
7,143,116,0,642.17,1591.24,1411.66,553.98,47.41,521.4,8.4113
7,144,115,0,642.63,1586.99,1401.53,553.87,47.51,521.75,8.4157
7,145,114,0,642.17,1584.67,1398.66,554.4,47.44,521.96,8.3993
7,146,113,0,642.78,1586.7,1404.55,554.03,47.38,521.78,8.419
7,147,112,0,642.68,1589.94,1408.84,553.91,47.38,521.46,8.4228
7,148,111,0,642.4,1587.34,1405.2,552.93,47.45,522.17,8.4309
7,149,110,0,642.77,1589.04,1406.22,553.88,47.46,521.6,8.4117
7,150,109,0,642.53,1586.93,1408.45,553.38,47.46,521.91,8.4593
7,151,108,0,642.46,1587.8,1399.54,553.87,47.61,521.64,8.4323
7,152,107,0,642.56,1586.09,1397.99,553.85,47.36,521.89,8.4056
7,153,106,0,642.4,1587.05,1402.57,554.08,47.54,521.54,8.4617
7,154,105,0,642.29,1592.89,1415.0,553.96,47.41,522.12,8.4617
7,155,104,0,642.76,1587.23,1405.93,554.02,47.42,521.87,8.438
7,156,103,0,642.48,1583.91,1401.34,553.66,47.59,521.92,8.4213
7,157,102,0,642.3,1589.61,1404.74,553.46,47.54,521.3,8.4561
7,158,101,0,642.44,1588.62,1403.17,553.79,47.59,521.71,8.4214
7,159,100,0,642.88,1587.63,1405.59,553.68,47.62,521.97,8.4538
7,160,99,0,642.12,1587.0,1408.8,553.73,47.27,521.81,8.4317
7,161,98,0,642.2,1592.83,1407.45,554.02,47.45,521.95,8.4413
7,162,97,0,642.17,1585.91,1416.62,554.24,47.64,522.26,8.4535
7,163,96,0,642.44,1594.92,1410.41,553.87,47.56,521.35,8.4294
7,164,95,0,642.3,1581.71,1413.34,553.68,47.59,521.42,8.4141
7,165,94,0,642.48,1586.57,1408.63,553.88,47.34,521.74,8.4178
7,166,93,0,643.11,1585.7,1408.71,553.31,47.3,521.61,8.4383
7,167,92,0,642.65,1583.62,1401.69,554.11,47.67,521.65,8.4419
7,168,91,0,642.23,1591.62,1406.7,553.21,47.43,521.35,8.4295
7,169,90,0,642.73,1591.4,1405.6,554.35,47.63,522.64,8.4133
7,170,89,0,642.52,1585.68,1410.37,553.16,47.26,521.78,8.4452
7,171,88,0,642.58,1589.16,1405.96,553.5,47.35,521.78,8.4461
7,172,87,0,642.92,1595.4,1406.01,553.69,47.62,521.78,8.445
7,173,86,0,643.01,1587.73,1414.03,552.99,47.5,521.48,8.4491
7,174,85,0,642.49,1586.42,1397.74,553.78,47.57,521.19,8.4332
7,175,84,0,642.68,1595.55,1412.11,553.42,47.66,521.59,8.4237
7,176,83,0,642.28,1597.97,1415.24,553.17,47.48,521.06,8.428
7,177,82,0,642.84,1591.36,1410.93,553.6,47.38,521.66,8.4442
7,178,81,0,642.67,1588.09,1411.27,553.2,47.49,521.47,8.3954
7,179,80,0,643.0,1591.3,1400.94,553.07,47.7,521.34,8.4465
7,180,79,0,642.74,1591.0,1405.0,553.18,47.45,522.0,8.4947
7,181,78,0,642.36,1588.42,1412.01,553.78,47.54,521.47,8.47
7,182,77,0,642.8,1587.9,1408.38,553.55,47.54,521.48,8.4141
7,183,76,0,642.8,1593.35,1410.52,552.82,47.54,521.5,8.4391
7,184,75,0,642.51,1598.98,1411.6,553.19,47.31,521.22,8.4299
7,185,74,0,642.78,1592.49,1404.86,553.48,47.61,521.51,8.4591
7,186,73,0,642.48,1590.97,1403.32,553.17,47.7,521.22,8.4367
7,187,72,0,642.86,1592.09,1411.99,553.52,47.7,521.34,8.4262
7,188,71,0,642.9,1595.07,1412.29,553.51,47.67,521.14,8.4576
7,189,70,0,642.8,1591.28,1412.55,553.24,47.42,521.13,8.4633
7,190,69,0,642.69,1587.13,1415.28,553.74,47.58,521.61,8.4669
7,191,68,0,642.46,1591.4,1411.57,553.03,47.58,520.54,8.4436
7,192,67,0,642.86,1591.21,1410.83,552.67,47.47,521.58,8.436
7,193,66,0,642.13,1588.41,1409.17,553.42,47.81,521.3,8.4052
7,194,65,0,642.53,1596.68,1405.47,552.63,47.47,521.59,8.4198
7,195,64,0,642.42,1590.85,1412.3,552.33,47.66,521.07,8.4353
7,196,63,0,642.89,1592.59,1414.59,553.03,47.64,520.89,8.5004
7,197,62,0,642.72,1596.21,1411.61,553.37,47.54,521.09,8.4694
7,198,61,0,642.67,1593.2,1407.03,552.71,47.59,521.46,8.4257
7,199,60,0,642.5,1595.0,1406.95,553.53,47.62,521.57,8.4145
7,200,59,0,642.33,1595.56,1415.32,553.4,47.71,520.7,8.4652
7,201,58,0,642.44,1596.61,1410.91,553.07,47.44,521.37,8.4671
7,202,57,0,642.91,1598.4,1417.06,553.13,47.55,521.1,8.4857
7,203,56,0,642.88,1596.16,1411.74,552.47,47.66,521.47,8.4414
7,204,55,0,642.8,1597.85,1417.15,552.96,47.59,521.02,8.5011
7,205,54,0,642.78,1590.98,1415.44,552.95,47.58,521.62,8.4619
7,206,53,0,643.48,1586.96,1403.14,553.47,47.42,520.93,8.4322
7,207,52,0,642.98,1593.97,1413.89,552.98,47.81,521.11,8.4815
7,208,51,0,642.81,1590.43,1407.37,553.58,47.65,520.94,8.4694
7,209,50,0,642.67,1595.73,1418.83,552.4,47.72,520.96,8.4664
7,210,49,0,643.04,1595.21,1418.31,553.14,47.76,521.08,8.461
7,211,48,0,642.97,1593.87,1419.64,553.14,47.58,521.24,8.4667
